position,person,personID,start,end
member of the People's Council,Yuri Sivokonenko,Q109941520,2014,
member of the People's Council,Ekaterina Gubareva,Q16729474,2014,
member of the People's Council,Miroslav Rudenko,Q16833164,2014,
member of the People's Council,Boris Litvinov,Q17442753,2014,
member of the People's Council,Volodymyr Bidyovka,Q21683386,2014,
member of the People's Council,Lyubomir Pushkin,Q26255754,2014,
member of the People's Council,Alexander Timofeev,Q28479146,2014,
member of the People's Council,"Жигулин, Алексей Михайлович",Q55104803,2014,
member of the People's Council,"Бархатнова, Алла Викторовна",Q85858288,2014,
member of the People's Council,Alexey Kulemzin,Q55117018,2015,
member of the People's Council,Fyodor Berezin,Q4084413,2018,
member of the People's Council,Vladislav Adolfovich Rusanov,Q4400261,2018,
member of the People's Council,Natalya Volkova,Q62714861,2018,
