pageid,title,wikidata,label
42532407,Denis Pushilin,Q16514790,Denis Pushilin
58509726,Nataliya Nikonorova,Q56651232,Nataliya Nikonorova
70984811,Vitaliy Khotsenko,Q112286420,Vitaliy Khotsenko
